WKT,Name,OBJECTID,UKATEGORIE,UTYP1,UART,UMONAT,USTUNDE,UWOCHENTAG,STRZUSTAND,ULICHTVERH,ISTRAD,ISTPKW,ISTFUSS,ISTKRAD,ISTGKFZ,ISTSONSTIG
"POINT (9.144852923000000 48.754400553000004)",Unfall 24367 (2016) Kat:3, Licht: 0,24367,3,3,5,02,13,2,,0,0,1,0,0,0,0
"POINT (9.147298028000000 48.841945610000003)",Unfall 24371 (2016) Kat:3, Licht: 1,24371,3,2,5,02,07,2,,1,1,0,0,1,0,0
"POINT (9.201585621000000 48.794967051000000)",Unfall 24389 (2016) Kat:3, Licht: 2,24389,3,6,2,02,18,7,,2,0,1,0,0,0,0
"POINT (9.254955080000000 48.759630702999999)",Unfall 24399 (2016) Kat:3, Licht: 2,24399,3,2,6,02,17,3,,2,0,1,1,0,0,0
"POINT (9.176301283999999 48.817844545000000)",Unfall 24409 (2016) Kat:3, Licht: 0,24409,3,6,2,02,16,7,,0,0,1,0,0,0,1
"POINT (9.203812046000000 48.778247196999999)",Unfall 24410 (2016) Kat:3, Licht: 1,24410,3,3,5,02,17,5,,1,0,1,0,0,0,0
"POINT (9.164209288000000 48.747038603999997)",Unfall 24415 (2016) Kat:3, Licht: 0,24415,3,6,2,02,07,4,,0,0,1,0,0,0,0
"POINT (9.186903887000000 48.773398540000002)",Unfall 24425 (2016) Kat:3, Licht: 2,24425,3,6,2,02,20,6,,2,0,1,0,0,0,0
"POINT (9.137947660000000 48.778753207999998)",Unfall 24442 (2016) Kat:3, Licht: 0,24442,3,6,2,02,09,2,,0,0,1,0,0,0,0
"POINT (9.136709263000000 48.775421199999997)",Unfall 24460 (2016) Kat:3, Licht: 0,24460,3,6,4,02,12,5,,0,0,0,0,0,1,1
"POINT (9.177291951000001 48.807505620000001)",Unfall 24465 (2016) Kat:3, Licht: 0,24465,3,1,0,02,12,3,,0,0,0,0,1,0,0
"POINT (9.163941578999999 48.712208779999997)",Unfall 24496 (2016) Kat:3, Licht: 2,24496,3,6,2,02,17,5,,2,0,1,0,0,0,0
"POINT (9.193853652000000 48.779353051000001)",Unfall 24504 (2016) Kat:3, Licht: 0,24504,3,6,2,02,07,5,,0,0,1,0,0,0,0
"POINT (9.166779262000000 48.828252984000002)",Unfall 24509 (2016) Kat:3, Licht: 0,24509,3,6,4,02,14,4,,0,0,1,0,0,0,0
"POINT (9.170286601999999 48.747576156000001)",Unfall 24525 (2016) Kat:3, Licht: 0,24525,3,2,6,02,15,2,,0,0,1,1,0,0,0
"POINT (9.106357435000000 48.721766273000000)",Unfall 24532 (2016) Kat:3, Licht: 2,24532,3,2,5,02,19,4,,2,1,1,0,0,0,0
"POINT (9.086999074000000 48.802824944000001)",Unfall 24548 (2016) Kat:3, Licht: 1,24548,3,2,5,02,17,5,,1,0,1,0,0,0,1
"POINT (9.174189469000000 48.754774955000002)",Unfall 24573 (2016) Kat:3, Licht: 0,24573,3,6,2,02,11,7,,0,0,1,0,0,0,0
"POINT (9.242106072000000 48.818732349999998)",Unfall 24592 (2016) Kat:3, Licht: 0,24592,3,2,5,02,11,7,,0,0,1,0,1,0,0
"POINT (9.188657193999999 48.783979649999999)",Unfall 24594 (2016) Kat:3, Licht: 1,24594,3,6,2,02,17,5,,1,0,1,0,0,0,1
"POINT (9.176031825000001 48.818245349000001)",Unfall 24599 (2016) Kat:3, Licht: 2,24599,3,6,2,02,19,4,,2,0,1,0,0,0,0
"POINT (9.232654026000001 48.695382899999998)",Unfall 24629 (2016) Kat:3, Licht: 2,24629,3,7,2,02,19,5,,2,0,1,0,0,0,0
"POINT (9.264380654000000 48.765369669000002)",Unfall 24630 (2016) Kat:3, Licht: 2,24630,3,5,1,02,06,4,,2,1,1,0,0,0,0
"POINT (9.237562436999999 48.792729113999997)",Unfall 24642 (2016) Kat:3, Licht: 2,24642,3,2,3,02,18,5,,2,0,1,0,0,0,1
"POINT (9.174795221000000 48.721577756000002)",Unfall 24647 (2016) Kat:3, Licht: 2,24647,3,7,6,02,20,2,,2,1,0,1,0,0,0
"POINT (9.169991374000000 48.748279445000001)",Unfall 24660 (2016) Kat:3, Licht: 0,24660,3,2,0,02,14,5,,0,0,1,0,0,0,1
"POINT (9.248045775000000 48.782280339000003)",Unfall 24665 (2016) Kat:3, Licht: 2,24665,3,3,5,02,05,2,,2,0,1,0,1,0,0
"POINT (9.182759293000000 48.798524260999997)",Unfall 24668 (2016) Kat:3, Licht: 1,24668,3,6,2,02,17,3,,1,0,1,0,0,0,0
"POINT (9.179855305000000 48.810708142999999)",Unfall 24678 (2016) Kat:3, Licht: 0,24678,3,6,2,02,07,5,,0,0,1,0,0,0,0
