WKT,Name,OBJECTID,UKATEGORIE,UTYP1,UART,UMONAT,USTUNDE,UWOCHENTAG,STRZUSTAND,ULICHTVERH,ISTRAD,ISTPKW,ISTFUSS,ISTKRAD,ISTGKFZ,ISTSONSTIG
"POINT (7.033858377000058 51.442652268000074)",Unfall 101007 (2019) Kat:3, Licht: 2,101007,3,6,2,03,21,6,0,2,0,1,0,0,0,0
"POINT (6.986341678000031 51.444768886000077)",Unfall 101056 (2019) Kat:3, Licht: 2,101056,3,6,2,03,20,6,0,2,0,1,0,0,0,1
"POINT (7.125243620000049 51.415194994000046)",Unfall 101152 (2019) Kat:2, Licht: 0,101152,2,1,0,02,10,5,0,0,1,0,0,0,0,0
"POINT (7.002880629000060 51.436600751000071)",Unfall 101154 (2019) Kat:3, Licht: 1,101154,3,2,5,02,17,5,0,1,1,1,0,0,0,0
"POINT (7.048005892000049 51.495664669000064)",Unfall 101171 (2019) Kat:3, Licht: 0,101171,3,6,2,03,13,7,0,0,0,1,0,0,0,0
"POINT (7.005337358000077 51.477674940000043)",Unfall 101174 (2019) Kat:3, Licht: 0,101174,3,6,2,03,14,7,0,0,0,1,0,0,0,0
"POINT (7.038896857000054 51.512402933000033)",Unfall 101178 (2019) Kat:3, Licht: 2,101178,3,1,1,03,00,7,0,2,0,1,0,0,0,0
"POINT (6.964245524000035 51.461539443000049)",Unfall 101189 (2019) Kat:3, Licht: 2,101189,3,1,8,03,06,7,0,2,0,0,0,1,0,0
"POINT (7.058864378000067 51.445526659000052)",Unfall 101192 (2019) Kat:2, Licht: 2,101192,2,7,6,03,19,7,1,2,0,1,1,0,0,0
"POINT (7.009088791000067 51.489923394000073)",Unfall 101330 (2019) Kat:3, Licht: 0,101330,3,7,0,02,15,4,0,0,1,0,0,0,0,0
"POINT (7.061900246000050 51.424446395000075)",Unfall 101331 (2019) Kat:2, Licht: 1,101331,2,7,7,02,18,4,0,1,0,0,0,1,0,1
"POINT (7.006292505000033 51.444675911000047)",Unfall 101332 (2019) Kat:3, Licht: 0,101332,3,6,1,02,08,4,0,0,0,1,0,0,0,0
"POINT (6.921617058000038 51.487667961000056)",Unfall 101392 (2019) Kat:3, Licht: 0,101392,3,6,2,03,07,6,1,0,0,1,0,0,0,1
"POINT (7.001269562000061 51.465036914000052)",Unfall 101395 (2019) Kat:3, Licht: 0,101395,3,2,5,03,12,6,0,0,0,1,0,0,0,0
