WKT,Name,OBJECTID,UKATEGORIE,UTYP1,UART,UMONAT,USTUNDE,UWOCHENTAG,STRZUSTAND,ULICHTVERH,ISTRAD,ISTPKW,ISTFUSS,ISTKRAD,ISTGKFZ,ISTSONSTIG
"POINT (11.629128955000001 48.220636245999998)",Unfall 63371 (2016) Kat:3, Licht: 0,63371,3,6,1,02,07,3,,0,0,1,0,0,0,0
"POINT (11.599593231000000 48.107606453999999)",Unfall 63380 (2016) Kat:3, Licht: 0,63380,3,3,5,02,13,2,,0,0,1,0,0,0,1
"POINT (11.437081076000000 48.194924755000002)",Unfall 63386 (2016) Kat:3, Licht: 0,63386,3,6,2,02,09,3,,0,0,1,0,0,0,0
"POINT (11.582649011000001 48.104800296000001)",Unfall 63425 (2016) Kat:3, Licht: 2,63425,3,3,5,02,21,4,,2,0,1,0,0,0,0
"POINT (11.518934755000000 48.141273470999998)",Unfall 63434 (2016) Kat:3, Licht: 0,63434,3,2,4,02,12,6,,0,1,1,0,0,0,0
"POINT (11.614931609999999 48.136870989000002)",Unfall 63441 (2016) Kat:3, Licht: 1,63441,3,6,2,02,18,6,,1,0,1,0,0,0,0
"POINT (11.491587588000000 48.123967839999999)",Unfall 63464 (2016) Kat:3, Licht: 1,63464,3,6,2,02,07,4,,1,0,1,0,0,0,0
"POINT (11.488629160000000 48.095427452999999)",Unfall 63468 (2016) Kat:3, Licht: 0,63468,3,7,9,02,07,6,,0,0,1,0,0,0,0
"POINT (11.521278068999999 48.125293480000003)",Unfall 63499 (2016) Kat:3, Licht: 0,63499,3,7,9,02,07,2,,0,0,1,0,0,0,0
"POINT (11.615320902000001 48.193250161999998)",Unfall 63514 (2016) Kat:3, Licht: 0,63514,3,6,2,02,09,4,,0,0,1,0,0,0,0
"POINT (11.502734338000000 48.142995765000002)",Unfall 63539 (2016) Kat:3, Licht: 0,63539,3,6,2,02,13,6,,0,0,1,0,0,0,0
"POINT (11.502159392999999 48.192998402999997)",Unfall 63549 (2016) Kat:3, Licht: 1,63549,3,3,4,02,07,3,,1,0,1,0,1,0,0
"POINT (11.615168685000000 48.135796311000000)",Unfall 63575 (2016) Kat:3, Licht: 0,63575,3,6,3,02,15,3,,0,0,1,0,0,1,0
"POINT (11.459628875000000 48.191120988999998)",Unfall 63601 (2016) Kat:3, Licht: 0,63601,3,3,5,02,09,3,,0,0,1,0,0,1,0
"POINT (11.582590187999999 48.104820297000003)",Unfall 63602 (2016) Kat:3, Licht: 0,63602,3,6,2,02,10,2,,0,0,1,0,0,1,0
"POINT (11.579795374000000 48.107862093999998)",Unfall 63619 (2016) Kat:3, Licht: 2,63619,3,6,3,02,17,3,,2,0,1,0,0,1,0
"POINT (11.556789691000001 48.178600658999997)",Unfall 63623 (2016) Kat:3, Licht: 2,63623,3,1,0,02,06,5,,2,0,0,0,1,0,0
"POINT (11.456317648000001 48.150880538000003)",Unfall 63634 (2016) Kat:3, Licht: 0,63634,3,7,6,02,13,6,,0,0,0,1,0,1,0
"POINT (11.584218355000001 48.195753772000003)",Unfall 63639 (2016) Kat:3, Licht: 2,63639,3,2,5,02,19,7,,2,0,1,1,0,0,0
"POINT (11.587095629000000 48.210510208999999)",Unfall 63672 (2016) Kat:3, Licht: 2,63672,3,2,6,02,00,3,,2,0,1,1,0,0,0
"POINT (11.599574409000001 48.107602473999997)",Unfall 63674 (2016) Kat:3, Licht: 1,63674,3,2,5,02,06,2,,1,0,1,0,0,1,0
"POINT (11.459236238000001 48.146375028999998)",Unfall 63695 (2016) Kat:3, Licht: 2,63695,3,4,6,02,20,3,,2,0,1,1,0,0,0
"POINT (11.615005147000000 48.109063868000000)",Unfall 63696 (2016) Kat:3, Licht: 2,63696,3,6,2,02,18,7,,2,0,1,0,0,0,0
