WKT,Name,OBJECTID,UKATEGORIE,UTYP1,UART,UMONAT,USTUNDE,UWOCHENTAG,STRZUSTAND,ULICHTVERH,ISTRAD,ISTPKW,ISTFUSS,ISTKRAD,ISTGKFZ,ISTSONSTIG
"POINT (7.290061826000056 51.453385860000026)",Unfall 105027 (2019) Kat:3, Licht: 0,105027,3,3,3,04,15,1,0,0,0,1,0,0,0,0
"POINT (7.254625271000066 51.463922832000037)",Unfall 105187 (2019) Kat:3, Licht: 0,105187,3,6,2,04,14,4,0,0,0,1,0,0,0,0
"POINT (7.258575142000041 51.499202839000077)",Unfall 105188 (2019) Kat:3, Licht: 0,105188,3,2,2,04,15,4,1,0,0,1,0,1,0,0
"POINT (7.230338915000061 51.496148437000045)",Unfall 105199 (2019) Kat:3, Licht: 0,105199,3,6,2,04,13,4,0,0,0,1,0,0,0,0
"POINT (7.318864985000062 51.457240194000065)",Unfall 105438 (2019) Kat:3, Licht: 0,105438,3,6,2,04,16,5,0,0,0,1,0,0,0,0
"POINT (7.247727702000020 51.492565187000082)",Unfall 105552 (2019) Kat:3, Licht: 0,105552,3,5,1,04,06,2,0,0,0,0,0,0,1,1
"POINT (7.217530940000074 51.485227741000074)",Unfall 105554 (2019) Kat:3, Licht: 0,105554,3,3,5,04,15,2,0,0,1,1,0,0,0,0
"POINT (7.215980230000071 51.478650526000081)",Unfall 105556 (2019) Kat:3, Licht: 0,105556,3,6,6,04,14,2,0,0,0,1,1,0,0,0
"POINT (7.179351805000067 51.464761732000056)",Unfall 105648 (2019) Kat:3, Licht: 0,105648,3,4,6,04,13,1,0,0,1,0,1,0,0,0
"POINT (7.161959833000026 51.423946323000052)",Unfall 105822 (2019) Kat:3, Licht: 0,105822,3,2,5,04,13,7,0,0,1,1,0,0,0,0
"POINT (7.142314849000059 51.459858557000075)",Unfall 105825 (2019) Kat:3, Licht: 0,105825,3,1,0,04,16,7,0,0,1,0,0,0,0,0
"POINT (7.160516661000031 51.479810867000026)",Unfall 105827 (2019) Kat:3, Licht: 0,105827,3,2,6,04,10,7,0,0,0,1,1,0,0,0
