WKT,Name,OBJECTID,UKATEGORIE,UTYP1,UART,UMONAT,USTUNDE,UWOCHENTAG,STRZUSTAND,ULICHTVERH,ISTRAD,ISTPKW,ISTFUSS,ISTKRAD,ISTGKFZ,ISTSONSTIG
"POINT (7.137523680000072 51.247357562000047)",Unfall 104712 (2019) Kat:3, Licht: 0,104712,3,7,6,04,10,3,0,0,0,0,1,0,0,1
"POINT (7.212449356000036 51.235693614000070)",Unfall 104847 (2019) Kat:3, Licht: 0,104847,3,6,2,04,17,6,0,0,0,1,0,0,0,0
"POINT (7.189294237000070 51.266681124000058)",Unfall 104848 (2019) Kat:2, Licht: 0,104848,2,4,6,04,14,6,0,0,0,1,1,0,0,0
"POINT (7.067851706000056 51.230174232000081)",Unfall 104953 (2019) Kat:3, Licht: 0,104953,3,4,6,04,16,5,0,0,0,1,1,0,0,0
"POINT (7.143295334000072 51.245783245000041)",Unfall 104954 (2019) Kat:3, Licht: 0,104954,3,3,5,04,14,5,0,0,0,1,0,0,0,0
"POINT (7.206504421000034 51.272820337000041)",Unfall 104982 (2019) Kat:2, Licht: 0,104982,2,6,0,04,11,1,0,0,0,1,0,1,0,0
"POINT (7.143474905000062 51.249175342000058)",Unfall 104983 (2019) Kat:3, Licht: 0,104983,3,7,1,04,12,1,0,0,0,1,1,0,0,0
"POINT (7.188970327000050 51.276091863000033)",Unfall 105134 (2019) Kat:3, Licht: 2,105134,3,1,4,04,00,7,0,2,0,1,0,0,0,0
"POINT (7.201034922000076 51.264806552000039)",Unfall 105136 (2019) Kat:3, Licht: 0,105136,3,7,6,04,17,4,0,0,0,0,1,0,0,1
"POINT (7.227115589000050 51.286104057000045)",Unfall 105137 (2019) Kat:3, Licht: 0,105137,3,3,5,04,13,7,0,0,1,1,0,0,0,0
"POINT (7.102944202000060 51.240788216000055)",Unfall 105138 (2019) Kat:3, Licht: 0,105138,3,7,0,04,17,4,0,0,1,1,0,0,0,0
"POINT (7.153446684000073 51.256162131000053)",Unfall 105139 (2019) Kat:3, Licht: 0,105139,3,6,3,04,11,7,0,0,0,1,0,0,0,0
"POINT (7.089452783000070 51.236634014000060)",Unfall 105248 (2019) Kat:2, Licht: 0,105248,2,3,5,04,18,3,0,0,0,1,0,0,0,0
"POINT (7.091333252000027 51.232264147000080)",Unfall 105307 (2019) Kat:2, Licht: 0,105307,2,6,2,04,13,3,0,0,0,1,0,0,1,0
"POINT (7.222436831000039 51.304733282000029)",Unfall 105348 (2019) Kat:2, Licht: 0,105348,2,1,4,04,15,5,0,0,0,1,0,0,0,0
"POINT (7.226771533000033 51.285723869000037)",Unfall 105350 (2019) Kat:3, Licht: 0,105350,3,3,5,04,11,5,0,0,0,1,0,0,0,0
"POINT (7.258438507000051 51.283010594000075)",Unfall 105452 (2019) Kat:3, Licht: 0,105452,3,6,2,04,13,5,0,0,0,1,0,0,1,0
"POINT (7.285571496000046 51.247025029000042)",Unfall 105626 (2019) Kat:3, Licht: 1,105626,3,1,9,04,20,1,0,1,0,1,0,0,0,0
