WKT,Name,OBJECTID,UKATEGORIE,UTYP1,UART,UMONAT,USTUNDE,UWOCHENTAG,STRZUSTAND,ULICHTVERH,ISTRAD,ISTPKW,ISTFUSS,ISTKRAD,ISTGKFZ,ISTSONSTIG
"POINT (6.737226388000067 51.479947149000054)",Unfall 102660 (2019) Kat:3, Licht: 0,102660,3,3,6,03,17,6,0,0,0,1,1,0,0,0
"POINT (6.759458127000073 51.510323578000055)",Unfall 102662 (2019) Kat:3, Licht: 2,102662,3,6,2,03,22,6,0,2,0,1,0,0,0,0
"POINT (6.777301111000043 51.464922727000044)",Unfall 102663 (2019) Kat:2, Licht: 0,102663,2,4,6,03,11,4,0,0,0,1,1,0,0,0
"POINT (6.785301655000069 51.505324157000075)",Unfall 102665 (2019) Kat:3, Licht: 0,102665,3,3,5,03,08,6,0,0,1,1,0,0,0,0
"POINT (6.771849230000044 51.460450664000064)",Unfall 102712 (2019) Kat:3, Licht: 0,102712,3,6,2,03,16,4,0,0,0,1,0,0,0,0
"POINT (6.757186432000026 51.487033112000063)",Unfall 102786 (2019) Kat:2, Licht: 0,102786,2,7,8,03,19,6,0,0,0,1,0,0,0,0
"POINT (6.776080030000060 51.432949819000044)",Unfall 102839 (2019) Kat:2, Licht: 0,102839,2,2,4,03,11,3,0,0,1,1,0,0,0,0
"POINT (6.742785389000062 51.526724869000077)",Unfall 102841 (2019) Kat:3, Licht: 0,102841,3,4,6,03,12,3,0,0,0,1,1,0,0,0
"POINT (6.741252400000064 51.454559940000081)",Unfall 102842 (2019) Kat:3, Licht: 0,102842,3,3,5,03,17,3,0,0,1,1,0,0,0,0
"POINT (6.765259941000068 51.472117320000052)",Unfall 102911 (2019) Kat:2, Licht: 2,102911,2,6,2,03,21,3,0,2,0,1,0,0,1,0
"POINT (6.793439467000042 51.414841956000032)",Unfall 102988 (2019) Kat:3, Licht: 0,102988,3,1,0,03,07,5,0,0,1,0,0,0,0,0
"POINT (6.783824453000023 51.439456125000049)",Unfall 102990 (2019) Kat:3, Licht: 0,102990,3,6,1,03,15,5,0,0,0,1,0,0,0,0
"POINT (6.658011764000037 51.397740404000047)",Unfall 103087 (2019) Kat:1, Licht: 0,103087,1,4,6,03,11,2,1,0,0,1,1,0,0,0
"POINT (6.711115637000034 51.404438635000076)",Unfall 103089 (2019) Kat:3, Licht: 0,103089,3,2,2,03,13,2,1,0,0,1,0,0,0,0
"POINT (6.779647878000048 51.371112939000056)",Unfall 103099 (2019) Kat:3, Licht: 0,103099,3,7,6,03,15,5,0,0,0,1,1,0,0,0
"POINT (6.717852765000032 51.437977939000064)",Unfall 103302 (2019) Kat:3, Licht: 0,103302,3,6,2,03,12,1,0,0,0,1,0,0,0,0
"POINT (6.781762195000056 51.422589518000052)",Unfall 103369 (2019) Kat:2, Licht: 2,103369,2,1,8,03,04,7,0,2,0,1,0,0,0,0
"POINT (6.654780928000037 51.391176449000056)",Unfall 103371 (2019) Kat:3, Licht: 0,103371,3,7,5,03,10,7,0,0,0,1,0,0,0,0
